player,team,position,date,round,home_away,opponent,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,xg,npxg,xag,sca,gca,passes_completed,carries,progressive_carries,goals_conceded,clean_sheet,own_goals,ball_recoveries,penalties_won,fouls,fouled,saves,penalties_saved,season,fantasy_position,fantasy_points,matchday
Sead Kolašinac,fr Marseille,"DF,MF",2022-09-07,Group stage,away,Tottenham Hotspur eng,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,2
Valentin Rongier,fr Marseille,DM,2022-09-07,Group stage,away,Tottenham Hotspur eng,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Jordan Veretout,fr Marseille,DM,2022-09-07,Group stage,away,Tottenham Hotspur eng,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Pape Gueye,fr Marseille,MF,2022-09-07,Group stage,away,Tottenham Hotspur eng,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Samuel Gigot,fr Marseille,CB,2022-09-07,Group stage,away,Tottenham Hotspur eng,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Cengiz Ünder,fr Marseille,"FW,MF",2022-09-07,Group stage,away,Tottenham Hotspur eng,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Eric Bailly,fr Marseille,CB,2022-09-07,Group stage,away,Tottenham Hotspur eng,90,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,2
Chancel Mbemba,fr Marseille,CB,2022-09-07,Group stage,away,Tottenham Hotspur eng,46,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,-3,2
Pau López,fr Marseille,GK,2022-09-07,Group stage,away,Tottenham Hotspur eng,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,GK,1,2
Victor Osimhen,Napoli it,FW,2022-09-07,Group stage,home,eng Liverpool,40,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Giovanni Simeone,Napoli it,FW,2022-09-07,Group stage,home,eng Liverpool,50,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,5,2
Khvicha Kvaratskhelia,Napoli it,AM,2022-09-07,Group stage,home,eng Liverpool,56,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,4,2
Alessio Zerbin,Napoli it,"FW,MF",2022-09-07,Group stage,home,eng Liverpool,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Piotr Zieliński,Napoli it,AM,2022-09-07,Group stage,home,eng Liverpool,73,2,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,15,2
Elif Elmas,Napoli it,"FW,MF",2022-09-07,Group stage,home,eng Liverpool,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Matteo Politano,Napoli it,AM,2022-09-07,Group stage,home,eng Liverpool,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Hirving Lozano,Napoli it,"FW,MF",2022-09-07,Group stage,home,eng Liverpool,34,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Andre-Frank Zambo Anguissa,Napoli it,DM,2022-09-07,Group stage,home,eng Liverpool,90,1,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,7,2
Stanislav Lobotka,Napoli it,DM,2022-09-07,Group stage,home,eng Liverpool,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Mathías Olivera,Napoli it,LB,2022-09-07,Group stage,home,eng Liverpool,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,2
Mário Rui,Napoli it,"DF,MF",2022-09-07,Group stage,home,eng Liverpool,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Amir Rrahmani,Napoli it,CB,2022-09-07,Group stage,home,eng Liverpool,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Kim Min-jae,Napoli it,CB,2022-09-07,Group stage,home,eng Liverpool,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,2
Giovanni Di Lorenzo,Napoli it,RB,2022-09-07,Group stage,home,eng Liverpool,90,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,2
Alex Meret,Napoli it,GK,2022-09-07,Group stage,home,eng Liverpool,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,2022-2023,GK,8,2
Luis Díaz,eng Liverpool,FW,2022-09-07,Group stage,away,Napoli it,90,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,FWD,6,2
Roberto Firmino,eng Liverpool,FW,2022-09-07,Group stage,away,Napoli it,61,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,FWD,2,2
Darwin Núñez,eng Liverpool,FW,2022-09-07,Group stage,away,Napoli it,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Mohamed Salah,eng Liverpool,FW,2022-09-07,Group stage,away,Napoli it,61,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,FWD,2,2
Diogo Jota,eng Liverpool,"FW,MF",2022-09-07,Group stage,away,Napoli it,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Harvey Elliott,eng Liverpool,CM,2022-09-07,Group stage,away,Napoli it,76,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Arthur Melo,eng Liverpool,MF,2022-09-07,Group stage,away,Napoli it,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Fabinho,eng Liverpool,CM,2022-09-07,Group stage,away,Napoli it,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
James Milner,eng Liverpool,CM,2022-09-07,Group stage,away,Napoli it,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Thiago Alcántara,eng Liverpool,MF,2022-09-07,Group stage,away,Napoli it,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Andrew Robertson,eng Liverpool,LB,2022-09-07,Group stage,away,Napoli it,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,3,2
Virgil van Dijk,eng Liverpool,CB,2022-09-07,Group stage,away,Napoli it,90,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,-1,2
Joe Gomez,eng Liverpool,CB,2022-09-07,Group stage,away,Napoli it,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,-1,2
Joël Matip,eng Liverpool,"DF,MF",2022-09-07,Group stage,away,Napoli it,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,-1,2
Trent Alexander-Arnold,eng Liverpool,RB,2022-09-07,Group stage,away,Napoli it,90,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2022-2023,DEF,0,2
Alisson,eng Liverpool,GK,2022-09-07,Group stage,away,Napoli it,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,2022-2023,GK,4,2
João Félix,Atlético Madrid es,FW,2022-09-07,Group stage,home,pt Porto,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,2,2
Ángel Correa,Atlético Madrid es,"FW,MF",2022-09-07,Group stage,home,pt Porto,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Álvaro Morata,Atlético Madrid es,FW,2022-09-07,Group stage,home,pt Porto,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,2,2
Mario Hermoso,Atlético Madrid es,DF,2022-09-07,Group stage,home,pt Porto,23,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,6,2
Saúl Ñíguez,Atlético Madrid es,CM,2022-09-07,Group stage,home,pt Porto,60,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Antoine Griezmann,Atlético Madrid es,"FW,MF",2022-09-07,Group stage,home,pt Porto,30,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,5,2
Koke,Atlético Madrid es,CM,2022-09-07,Group stage,home,pt Porto,90,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Marcos Llorente,Atlético Madrid es,CM,2022-09-07,Group stage,home,pt Porto,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Yannick Carrasco,Atlético Madrid es,LB,2022-09-07,Group stage,home,pt Porto,45,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Rodrigo De Paul,Atlético Madrid es,"FW,MF",2022-09-07,Group stage,home,pt Porto,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Reinildo Mandava,Atlético Madrid es,CB,2022-09-07,Group stage,home,pt Porto,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,2
Axel Witsel,Atlético Madrid es,CB,2022-09-07,Group stage,home,pt Porto,90,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,5,2
José María Giménez,Atlético Madrid es,CB,2022-09-07,Group stage,home,pt Porto,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,2
Nahuel Molina,Atlético Madrid es,RB,2022-09-07,Group stage,home,pt Porto,45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Thomas Lemar,Atlético Madrid es,MF,2022-09-07,Group stage,home,pt Porto,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Jan Oblak,Atlético Madrid es,GK,2022-09-07,Group stage,home,pt Porto,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2022-2023,GK,4,2
Evanilson,pt Porto,FW,2022-09-07,Group stage,away,Atlético Madrid es,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,2,2
Toni Martínez,pt Porto,FW,2022-09-07,Group stage,away,Atlético Madrid es,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Mehdi Taremi,pt Porto,FW,2022-09-07,Group stage,away,Atlético Madrid es,80,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,-3,2
Galeno,pt Porto,LM,2022-09-07,Group stage,away,Atlético Madrid es,87,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Gabriel Veron,pt Porto,"FW,MF",2022-09-07,Group stage,away,Atlético Madrid es,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Mateus Uribe,pt Porto,CM,2022-09-07,Group stage,away,Atlético Madrid es,90,1,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,6,2
Stephen Eustáquio,pt Porto,CM,2022-09-07,Group stage,away,Atlético Madrid es,90,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Otávio,pt Porto,RM,2022-09-07,Group stage,away,Atlético Madrid es,76,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Bruno Xavier Almeida Costa,pt Porto,"FW,MF",2022-09-07,Group stage,away,Atlético Madrid es,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Zaidu Sanusi,pt Porto,LB,2022-09-07,Group stage,away,Atlético Madrid es,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Pepe,pt Porto,CB,2022-09-07,Group stage,away,Atlético Madrid es,90,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
David Carmo,pt Porto,CB,2022-09-07,Group stage,away,Atlético Madrid es,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Pepê,pt Porto,RB,2022-09-07,Group stage,away,Atlético Madrid es,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,2
João Mário Lopes,pt Porto,DF,2022-09-07,Group stage,away,Atlético Madrid es,29,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,2
Diogo Costa,pt Porto,GK,2022-09-07,Group stage,away,Atlético Madrid es,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2022-2023,GK,2,2
Kamal Sowah,Club Brugge be,FW,2022-09-07,Group stage,home,de Leverkusen,88,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Eduard Sobol,Club Brugge be,"DF,MF",2022-09-07,Group stage,home,de Leverkusen,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Ferran Jutglà,Club Brugge be,FW,2022-09-07,Group stage,home,de Leverkusen,63,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,FWD,2,2
Roman Yaremchuk,Club Brugge be,"FW,MF",2022-09-07,Group stage,home,de Leverkusen,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Andreas Skov Olsen,Club Brugge be,FW,2022-09-07,Group stage,home,de Leverkusen,82,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,FWD,5,2
Cisse Sandra,Club Brugge be,MF,2022-09-07,Group stage,home,de Leverkusen,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Hans Vanaken,Club Brugge be,CM,2022-09-07,Group stage,home,de Leverkusen,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,2
Raphael Onyedika,Club Brugge be,CM,2022-09-07,Group stage,home,de Leverkusen,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,2
Éder Álvarez Balanta,Club Brugge be,"DF,MF",2022-09-07,Group stage,home,de Leverkusen,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Casper Nielsen,Club Brugge be,CM,2022-09-07,Group stage,home,de Leverkusen,90,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,MID,3,2
Bjorn Meijer,Club Brugge be,LB,2022-09-07,Group stage,home,de Leverkusen,90,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,2
Abakar Sylla,Club Brugge be,CB,2022-09-07,Group stage,home,de Leverkusen,90,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,12,2
Brandon Mechele,Club Brugge be,CB,2022-09-07,Group stage,home,de Leverkusen,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,2
Denis Odoi,Club Brugge be,RB,2022-09-07,Group stage,home,de Leverkusen,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-2023,DEF,6,2
Simon Mignolet,Club Brugge be,GK,2022-09-07,Group stage,home,de Leverkusen,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2022-2023,GK,9,2
Patrik Schick,de Leverkusen,FW,2022-09-07,Group stage,away,Club Brugge be,90,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,2,2
Callum Hudson-Odoi,de Leverkusen,AM,2022-09-07,Group stage,away,Club Brugge be,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Nadiem Amiri,de Leverkusen,MF,2022-09-07,Group stage,away,Club Brugge be,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Moussa Diaby,de Leverkusen,DM,2022-09-07,Group stage,away,Club Brugge be,90,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Robert Andrich,de Leverkusen,DM,2022-09-07,Group stage,away,Club Brugge be,66,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Kerem Demirbay,de Leverkusen,MF,2022-09-07,Group stage,away,Club Brugge be,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,0,2
Charles Aránguiz,de Leverkusen,DM,2022-09-07,Group stage,away,Club Brugge be,45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Exequiel Palacios,de Leverkusen,"DF,MF",2022-09-07,Group stage,away,Club Brugge be,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,0,2
Jeremie Frimpong,de Leverkusen,DM,2022-09-07,Group stage,away,Club Brugge be,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Sardar Azmoun,de Leverkusen,"FW,MF",2022-09-07,Group stage,away,Club Brugge be,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Mitchel Bakker,de Leverkusen,LB,2022-09-07,Group stage,away,Club Brugge be,66,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,2
Adam Hložek,de Leverkusen,"FW,MF",2022-09-07,Group stage,away,Club Brugge be,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Piero Hincapié,de Leverkusen,CB,2022-09-07,Group stage,away,Club Brugge be,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,2
Jonathan Tah,de Leverkusen,CB,2022-09-07,Group stage,away,Club Brugge be,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,2
Odilon Kossounou,de Leverkusen,RB,2022-09-07,Group stage,away,Club Brugge be,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-2023,DEF,2,2
Lukáš Hrádecký,de Leverkusen,GK,2022-09-07,Group stage,away,Club Brugge be,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2022-2023,GK,4,2
Edin Džeko,Inter it,FW,2022-09-07,Group stage,home,de Bayern Munich,70,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,2,2
Joaquín Correa,Inter it,"FW,MF",2022-09-07,Group stage,home,de Bayern Munich,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,1,2
Lautaro Martínez,Inter it,FW,2022-09-07,Group stage,home,de Bayern Munich,90,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,FWD,2,2
Robin Gosens,Inter it,LM,2022-09-07,Group stage,home,de Bayern Munich,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Hakan Çalhanoğlu,Inter it,CM,2022-09-07,Group stage,home,de Bayern Munich,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Roberto Gagliardini,Inter it,MF,2022-09-07,Group stage,home,de Bayern Munich,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,1,2
Marcelo Brozović,Inter it,CM,2022-09-07,Group stage,home,de Bayern Munich,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Henrikh Mkhitaryan,Inter it,CM,2022-09-07,Group stage,home,de Bayern Munich,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Denzel Dumfries,Inter it,RM,2022-09-07,Group stage,home,de Bayern Munich,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,MID,2,2
Matteo Darmian,Inter it,"DF,MF",2022-09-07,Group stage,home,de Bayern Munich,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,2
Alessandro Bastoni,Inter it,CB,2022-09-07,Group stage,home,de Bayern Munich,70,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Federico Dimarco,Inter it,"DF,MF",2022-09-07,Group stage,home,de Bayern Munich,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,-1,2
Milan Škriniar,Inter it,CB,2022-09-07,Group stage,home,de Bayern Munich,70,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
Stefan de Vrij,Inter it,DF,2022-09-07,Group stage,home,de Bayern Munich,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,0,2
Danilo D'Ambrosio,Inter it,CB,2022-09-07,Group stage,home,de Bayern Munich,90,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2022-2023,DEF,1,2
André Onana,Inter it,GK,2022-09-07,Group stage,home,de Bayern Munich,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,2022-2023,GK,11,2
